City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
162,vila do maio,15.1333,-23.2167,20.439999999999998,70,95,8.37,CV,1675046731
163,castro,-24.7911,-50.0119,16.29000000000002,96,100,1.11,BR,1675046732
164,cardston,49.2,-113.3019,-14.839999999999975,55,81,2.57,CA,1675046521
165,tamandare,-8.7597,-35.1047,25.260000000000048,76,13,3.21,BR,1675046732
166,marzuq,14.4,46.4667,12.28000000000003,64,13,0.29,YE,1675046733
167,kamyshlov,56.8428,62.7111,-13.609999999999957,94,94,3.48,RU,1675046733
168,tara,56.8944,74.371,-17.089999999999975,98,55,2.45,RU,1675046733
169,rocha,-34.4833,-54.3333,19.400000000000034,90,58,2.28,UY,1675046734
170,zambezi,-13.5432,23.1047,17.0,97,100,1.81,ZM,1675046734
171,dikson,73.5069,80.5464,-34.349999999999966,97,66,1.7,RU,1675046735
172,neuquen,-38.9516,-68.0591,31.939999999999998,31,0,6.17,AR,1675046735
173,jiwani,25.05,61.7417,18.129999999999995,46,0,1.77,PK,1675046735
174,geraldton,-28.7667,114.6,36.23000000000002,34,0,4.63,AU,1675046736
175,haines junction,60.7522,-137.5108,-8.859999999999957,95,100,0.04,CA,1675046736
176,jeremie,18.65,-74.1167,24.04000000000002,73,7,2.81,HT,1675046736
177,derzhavinsk,51.1,66.3167,-23.049999999999983,98,11,2.54,KZ,1675046486
178,tecoanapa,16.5167,-98.75,25.210000000000036,75,0,1.95,MX,1675046737
179,epureni,46.7062,28.0403,-5.699999999999989,94,10,1.25,RO,1675046737
180,padang,-0.9492,100.3543,28.03000000000003,66,90,1.79,ID,1675046733
181,bredasdorp,-34.5322,20.0403,18.310000000000002,69,96,7.53,ZA,1675046738
182,san policarpo,12.1791,125.5072,24.510000000000048,91,100,5.65,PH,1675046738
183,dong xoai,11.5333,106.9167,27.590000000000032,44,54,2.08,VN,1675046738
184,clyde river,70.4692,-68.5914,-26.94999999999999,93,100,4.59,CA,1675046739
185,usinsk,65.9939,57.5281,-12.649999999999977,94,100,8.38,RU,1675046739
186,mackay,-21.15,149.2,32.60000000000002,67,74,3.05,AU,1675046740
187,tuktoyaktuk,69.4541,-133.0374,-28.99999999999997,76,75,3.09,CA,1675046740
188,nizhneangarsk,55.7833,109.55,-10.25,93,100,1.43,RU,1675046740
189,columbus,39.9612,-82.9988,5.189999999999998,94,100,3.6,US,1675046561
190,hithadhoo,-0.6,73.0833,27.360000000000014,74,100,3.83,MV,1675046700
191,dali,25.7,100.1833,13.830000000000041,40,3,0.55,CN,1675046741
192,abay,49.6311,72.8539,-25.789999999999964,90,5,1.81,KZ,1675046741
193,hilo,19.7297,-155.09,22.850000000000023,85,0,2.06,US,1675046695
194,tsumeb,-19.2333,17.7167,19.55000000000001,73,98,3.84,NA,1675046742
195,port elizabeth,-33.918,25.5701,17.400000000000034,76,75,2.57,ZA,1675046742
196,barrow,71.2906,-156.7887,-19.98999999999998,84,100,4.63,US,1675046743
197,margate,51.3813,1.3862,7.150000000000034,86,66,1.34,GB,1675046743
198,bambous virieux,-20.3428,57.7575,25.680000000000007,94,20,1.54,MU,1675046743
199,tekeli,44.83,78.8239,-5.589999999999975,56,92,3.8,KZ,1675046744
200,petropavlovsk-kamchatskiy,53.0452,158.6483,0.3300000000000409,47,75,8.0,RU,1675046744
201,anadyr,64.75,177.4833,-2.7199999999999704,92,100,25.0,RU,1675046745
202,kununurra,-15.7667,128.7333,27.99000000000001,83,75,4.12,AU,1675046745
203,hailey,43.5196,-114.3153,-13.079999999999984,85,100,3.09,US,1675046555
204,lompoc,34.6391,-120.4579,9.879999999999995,95,75,1.54,US,1675046746
205,mayo,38.8876,-76.5119,8.400000000000034,83,0,2.57,US,1675046746
206,nemuro,43.3236,145.575,-4.96999999999997,48,8,1.56,JP,1675046746
207,rio gallegos,-51.6226,-69.2181,15.03000000000003,47,75,3.09,AR,1675046747
208,chepareria,1.3077,35.2039,15.390000000000043,51,1,2.54,KE,1675046747
209,iwanai,42.9744,140.5089,-4.269999999999982,87,96,2.97,JP,1675046747
210,najran,17.4924,44.1277,10.360000000000014,65,9,0.63,SA,1675046538
211,olafsvik,64.8945,-23.7142,-1.919999999999959,74,48,3.0,IS,1675046748
212,kalmunai,7.4167,81.8167,24.80000000000001,83,67,4.26,LK,1675046748
213,ornskoldsvik,63.2909,18.7153,-1.4699999999999704,100,100,1.03,SE,1675046749
214,trairi,-3.2778,-39.2689,24.33000000000004,90,6,3.0,BR,1675046645
215,starokozache,46.3372,29.9853,-5.979999999999961,90,14,2.79,UA,1675046749
216,uige,-7.6087,15.0613,18.640000000000043,97,100,0.77,AO,1675046750
217,hofn,64.2539,-15.2082,-2.2899999999999636,63,8,4.64,IS,1675046750
218,kandry,54.5667,54.1167,-15.069999999999993,98,93,2.7,RU,1675046750
219,calvinia,-31.4707,19.776,16.80000000000001,46,0,2.94,ZA,1675046751
220,sierpc,52.8568,19.6691,0.5300000000000296,87,100,8.64,PL,1675046751
221,salalah,17.0151,54.0924,17.05000000000001,45,0,3.09,OM,1675046751
222,spokane,47.6166,-117.3677,-8.769999999999982,53,0,2.06,US,1675046670
223,osakarovka,50.565,72.5692,-20.899999999999977,89,8,2.41,KZ,1675046752
224,vestmannaeyjar,63.4427,-20.2734,-0.2799999999999727,75,49,6.87,IS,1675046752
225,barkot,30.8167,78.2,9.240000000000009,95,100,0.77,IN,1675046753
226,eston,51.1501,-108.7514,-23.379999999999967,91,94,3.75,CA,1675046551
227,mogocha,53.7333,119.7667,-18.70999999999998,83,26,1.11,RU,1675046753
228,manuk mangkaw,4.8,119.85,27.129999999999995,76,96,1.44,PH,1675046754
229,atar,20.5169,-13.0499,14.160000000000025,44,68,3.74,MR,1675046754
230,glendive,47.1053,-104.7125,-19.72999999999999,76,0,3.09,US,1675046755
231,churapcha,62.0025,132.4325,-41.059999999999974,95,81,0.78,RU,1675046755
232,broome,42.2506,-75.833,6.03000000000003,79,100,4.63,US,1675046755
233,mananum,8.8333,124.95,16.960000000000036,86,100,2.04,PH,1675046756
234,neiafu,-18.65,-173.9833,30.379999999999995,74,75,2.06,TO,1675046756
235,chingirlau,51.095,54.0814,-11.439999999999998,95,100,2.68,KZ,1675046757
236,kavieng,-2.5744,150.7967,29.700000000000045,67,39,4.33,PG,1675046709
237,manggar,-2.8833,108.2667,29.189999999999998,68,99,4.69,ID,1675046757
238,sao filipe,14.8961,-24.4956,21.29000000000002,69,76,6.56,CV,1675046757
239,galesong,-5.3166,119.3661,26.010000000000048,76,77,4.27,ID,1675046758
240,sinnamary,5.3833,-52.95,24.370000000000005,85,26,3.28,GF,1675046758
